DESCRIÇÃO;COD;PN;FABRIC.;LOCAL;CADASTRO LOCAL;COD LOCAL;status:
ADAPTADOR BOLT PILATUS;030-204-001013;N/C;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
ESTAÇÃO FERRO DE SOLDA;030-204-001014;HK-930;;FERRAMENTARIA;ARMARIO 2 ;PRAT 3;
PINOS DE MONTAGEM 18 EA;030-204-00540;3170037-13;;FERRAMENTARIA;ARMARIO 2 ;PRAT 3;
CINTA CATRACA 4 EA;030-204-001015;N/A;;FERRAMENTARIA;ARMARIO 2 ;PRAT 4;
BOMBA HIDRAULICA MANUAL;030-204-001016;7197;;FERRAMENTARIA;ARMARIO 2 ;PRAT 5;
DENSIMETRO;030-205-001017;PH12;;FERRAMENTARIA;ARMARIO 2 ;PRAT 3;
TEX BOX LEARJET ;030-204-001018;3170041-1;;FERRAMENTARIA;ESTANTE 3;PRAT 4;
PARAFUSADEIRA VONDER AMARELA Nº 1;030-204-001018;;;FERRAMENTARIA;ARMARIO 2;PRAT 3;
ESMERILHADEIRA BOSCH;030-204-001126;GWS 850;;FERRAMENTARIA;ARMARIO 2;PRAT 4;
FURADEIRA MAQUINA;030-204-001019;;;FERRAMENTARIA;ARMARIO 2;PRAT 3;
IDENTIFICAÇÃO DA ANTENA STATIC;030-204-001020;;;FERRAMENTARIA;ARMARIO 2;PRAT 4;
CABO ;030-204-001021;6600-100026-29;;FERRAMENTARIA;ARMARIO 2;PRAT 1;
PASSA FIO;030-204-001022;;;FERRAMENTARIA;ARMARIO 2;PRAT 1;
MANGUEIRA C/CONEXÕES;030-204-001023;N/C;;FERRAMENTARIA;ARMARIO 2;PRAT 1;
ALICATE VARIAS POSIÇÕES;030-204-001024;N/C;;FERRAMENTARIA;Q4 PRETO;Q4;
VIRA MACHO DESANDADOR ;030-204-001025;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
SUPORTE;030-204-001027;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
FURADEIRA ANGULAR;030-204-001093;DR300;;FERRAMENTARIA;Q5 PRETO;Q5;
CHAVE ESPECIL;030-204-001031;N/C;;;ESTANTE 1;PRAT 4;
ADAPTADOR  1/2POL ENCAIXE 3/4POL. SATA;030-204-00748;13950;;FERRAMENTARIA;Q4 PRETO;Q4;
SOQUETE 1/2 BELZER;030-204-00652;;;FERRAMENTARIA;Q4 PRETO;Q4;
DISCO ;030-204-001032;76720020012065;;FERRAMENTARIA;ESTANTE 1;PRAT 3;
SACA PINO;030-204-001033;;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
SOQUETE 3/16;030-204-001034;;;FERRAMENTARIA;Q4 PRETO;Q4;
SOQUETE 3/4-1/2;030-204-001035;;;FERRAMENTARIA;Q4 PRETO;Q4;
ALICATE;030-204-001036;;;FERRAMENTARIA;Q4 PRETO;Q4;
"SOQUETE 1""";030-204-001037;;;FERRAMENTARIA;Q4 PRETO;Q4;
SOQUETE 10MM;030-204-001038;;;FERRAMENTARIA;Q4 PRETO;Q4;
SOQUETE 10 MM;030-204-001039;N/C;;FERRAMENTARIA;Q4 PRETO;Q4;
CHAVE ADAPTADA 5/8 PARA HELICE;030-204-001040;;;;Q1 AZUL MOTOR;Q1;
KIT,ADAPTOR LEAR 55/60;030-204-001041;K-2182;;FERRAMENTARIA;ESTANTE 2;PRAT 5;
SACA ROLAMENTO;033-204-01110;;;FERRAMENTARIA;ESTANTE 2;PRAT 2;
SACA ROLAMENTO;033-204-01109;;;FERRAMENTARIA;ESTANTE 2;PRAT 2;
CELULA DE VACUA;030-204-001042;;;;ESTANTE 6;PRAT 2;
TAMPÃO DE COMBUSTIVEL 6 EA CONJU. C/MALETA MORE;030-204-001043;;;;ESTANTE 5;PRAT 3;
TAMPÃO DE COMBUSTIVEL 2 EA -CONJU C/MALETA MORE;030-204-001044;;;;ESTANTE 5;PRAT 3;
ACOPLAMENTO PRESSÃO HIDRAULICA HPU;030-204-001045;MFR-SDE34;;FERRAMENTARIA;ESTANTE 6;PRAT 2;
ADAPTADOR COMBUSTIVEL LEARJET 2 EA;030-204-001046;;;FERRAMENTARIA;ESTANTE 6;PRAT 2;
ADAPTADOR COMBUSTIVEL 6EA;030-204-001047;;;FERRAMENTARIA;ESTANTE 6;PRAT 2;
SUPERFICIE CONTROLE DE EQUILIBRIO CESSNA;033-204-00215;5180002-14;;FERRAMENTARIA;ESTANTE 6;PRAT 1;
SUPERFICIE CONTROLE DE EQUILIBRIO CESSNA;033-204-00214;5180002-14;;FERRAMENTARIA;ESTANTE 6;PRAT 1;
KIT PESO CONTROLE DE EQUILIBRIO ;030-204-001046;5180002-5;;FERRAMENTARIA;ESTANTE 6;PRAT 1;
MANGUEIRA HIDRAULICA;030-204-001048;EN853;;FERRAMENTARIA;ESTANTE 6;PRAT 3;
MANGUEIRA HIDRAULICA;030-204-001049;EN853;;FERRAMENTARIA;ESTANTE 6;PRAT 3;
MANGUEIRA BORRACHA VERMELHA;030-204-001050;;;FERRAMENTARIA;ESTANTE 6;PRAT 3;
MANGUEIRA BORRACHA VERMELHA;030-204-001051;;;FERRAMENTARIA;ESTANTE 6;PRAT 3;
MANGUEIRA BORRACHA FLEXIVEL;030-204-001052;;;FERRAMENTARIA;ESTANTE 6;PRAT 3;
MANGUEIRA CURTA C/CONEXÃO 5 EA;030-204-001053;;;FERRAMENTARIA;ESTANTE 6;PRAT 3;
EQUIPAMENTO HIDRAULICO;030-204-001054;;;FERRAMENTARIA;ESTANTE 6;PRAT 3;
KIT DE FERRAMENTAS ENGRENAGEM PRINCIPAL CESSNA;030-204-001055;CJMDL-32-006;;FERRAMENTARIA;ESTANTE 6;PRAT 4;
PESO;030-204-001056;N/C;;FERRAMENTARIA;ESTANTE 6;PRAT 4;
BALANCE FIXTURE 2EA;030-204-001057;3170036-1;;FERRAMENTARIA;ESTANTE 6;PRAT 4;
SACA CAPA;030-204-00854;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00824;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00832;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00830;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00823;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00827;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00850;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00851;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00834;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00833;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00826;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00855;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00849;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00822;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00828;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00831;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-00848;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-001056;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-001057;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-001058;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
SACA CAPA;030-204-001059;;;FERRAMENTARIA;ESTANTE 2;PRAT 03;
PONTE LCR PORTATIL;030-205-001060;HK-120;;FERRAMENTARIA;ARMARIO 1;PRAT 1;
CHAVE COMB 1-1/4 POR 1-5/16;030-204-001060;CBU-100;;FERRAMENTARIA;Q4 PRETO;Q4;
CATRACA 1/2 REVERSIVEL '' SATA;030-204-001062;ST13974;SATA;FERRAMENTARIA;Q4 PRETO ;Q4;
CHAVE CORTADA 25/32 BOCA;030-204-001063;;;FERRAMENTARIA;Q4 PRETO;Q4;
CHAVE CORTADA ;030-204-001064;;;FERRAMENTARIA;Q4 PRETO ;Q4;
CHAVE CORTADA ;030-204-001065;;;FERRAMENTARIA;Q4 PRETO ;Q4;
CHAVE CORTADA 1 1/4 BOCA;030-204-001066;;;FERRAMENTARIA;Q4 PRETO ;Q4;
CHAVE CORTADA 1 1/4;030-204-001067;;;FERRAMENTARIA;Q4 PRETO ;Q4;
REBITADEIRA SATA;030-204-00782;;;FERRAMENTARIA;Q4 PRETO ;QUARENTENA;
ALICATE PRENSSAR TORRE;030-204-001068;;;FERRAMENTARIA;Q4 PRETO ;Q4;
ALICATE DESCASCAR FIO;030-204-001069;;;FERRAMENTARIA;Q4 PRETO ;Q4;
BICOS DE ENGRAXADEIRAS 4 EA;030-204-001070;;;FERRAMENTARIA;ESTANTE 6 ;PRAT 2;
PULSEIRA ANTI ESTATICA;030-204-001071;;;FERRAMENTARIA;ARMARIO 1;PRAT 2;
GANCHO METAL DUPLO;030-204-001072;;;FERRAMENTARIA;ESTANTE 1;PRAT 1;
PESOS BALANCEADOR HELICE 2 EA;030-204-001073;;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
APLICADOR DE BOLT;030-204-001074;;;FERRAMENTARIA;ESTANTE 2;PRAT 02;
SUPORTE INVERTIDO;030-204-00624;N/C;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
SUPORTE DOIS FUROS;030-204-00707;N/C;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
SUPORTE NARIZ;030-204-00622;76700200200-1002;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
SUPORTE NARIZ;030-204-00623;76700200200-1002;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
SUPORTE NARIZ;030-204-00629;76700200200-1001;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
CONECTOR LONGO;030-204-00639;N/C;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
SUPORTE QUADRADO;030-204-00640;N/C;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
SUPORTE RELOGIO COMPARADOR Z;CGH3.2257;N/C;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
CHAVE ESPECIAL LONGO;030-204-003463;N/C;;FERRAMENTARIA;Q2 AZUL TREM DE POUSO;Q2;
TRAVA COMANDO;030-204-00084;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
TRAVA COMANDO;030-204-00730;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
TRAVA COMANDO;030-204-00731;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
TRAVA COMANDO;030-204-00864;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
TRAVA COMANDO;030-204-00865;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
TRAVA COMANDO;030-204-00866;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
TRAVA COMANDO;030-204-00867;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
GRAMPO RAPIDO IRWIN;030-204-00727;;;FERRAMENTARIA;Q5 PRETO;Q5;
GRAMPO RAPIDO IRWIN;030-204-00728;;;FERRAMENTARIA;Q5 PRETO;Q5;
GRAMPO RAPIDO IRWIN;030-204-00729;;;FERRAMENTARIA;Q5 PRETO;Q5;
GRAMPO RAPIDO IRWIN;030-204-00784;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
CHAVE ESPECIAL DENTADA;030-204-00719;;;FERRAMENTARIA;Q4 PRETO ;Q4;
ADAPTADOR MOVEL;030-204-00720;;;FERRAMENTARIA;Q4 PRETO ;Q4;
ALICATE BICO FINO;030-204-00770;;;FERRAMENTARIA;Q4 PRETO ;Q4;
SOQUERE 1.5/8;030-204-00736;;;FERRAMENTARIA;Q4 PRETO ;Q4;
BOMBA DE VACUO DRV 2;030-204-001075;;;FERRAMENTARIA;ARMARIO 1;PRAT 5;
CABINE JATEAMENTO;030-204-001078;84248990;;HANGAR;HANGAR ;HANGAR 2;
VAP ;030-204-001080;;;FERRAMENTARIA;FERRAMENTARIA;PISO ;
ENGRAXADEIRA VAZIA;030-204-001081;;;FERRAMENTARIA;Q5 PRETO;Q5;
ENGRAXADEIRA GREASE 28;030-204-001082;;;FERRAMENTARIA;Q5 PRETO;Q5;
ENGRAXADEIRA NICO GN 3058;030-204-001083;;;FERRAMENTARIA;Q5 PRETO;Q5;
ENGRAXADEIRA MOLIKOTE 33;030-204-001084;;;FERRAMENTARIA;Q5 PRETO;Q5;
ENGRAXADEIRA GREASE22;030-204-001085;;;FERRAMENTARIA;Q5 PRETO;Q5;
ENGRAXADEIRA GREASE 22;030-204-001086;;;FERRAMENTARIA;Q5 PRETO;Q5;
ENGRAXADEIRA GRAXA 33;030-204-001087;;;FERRAMENTARIA;Q5 PRETO;Q5;
ENGRAXADEIRA GREASE 7;030-204-001088;;;FERRAMENTARIA;Q5 PRETO;Q5;
ENGRAXADEIRA GREASE 64;030-204-001089;;;FERRAMENTARIA;Q5 PRETO;Q5;
ENGRAXADEIRA MINI BRANCA;030-204-001090;;;FERRAMENTARIA;Q5 PRETO;Q5;
MULTIPLICADORA DE NITROGENIO;030-204-00710;18-4201-1010;;FERRAMENTARIA;FERRAMENTARIA;PISO ;
CHAVE COMBINADA 1-3/4;030-204-001091;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
CHAVE COMBINADA 1-7/8 E 1-11/16;030-204-001092;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
ALICATE CLECO;030-204-00763;;;FERRAMENTARIA;Q5 PRETO;Q5;
PINOS PARA CLECO;030-204-001094;;;FERRAMENTARIA;ARMARIO 2;PRAT 5;
APLICADOR DE SELANTE PU;030-204-00751;;;FERRAMENTARIA;Q5 PRETO;Q5;
CHAVE ALLEN POL. 13EA;030-204-001097;;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
CHAVE ALLEN MM. 12EA;030-204-001098;;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
CABOS DE CABLAGEM;030-204-001099;N/A;;FERRAMENTARIA;ESTANTE 6;PRAT 1;
CABOS DE CABLAGEM;030-204-001099;N/A;;FERRAMENTARIA;ESTANTE 6;PRAT 1;
ADAPTADOR;030-204-001101;14PF465;;FERRAMENTARIA;ESTANTE 2;PRAT 02;
REDUÇÃO;030-204-001102;;;FERRAMENTARIA;Q4 PRETO ;Q4;
BARRA C/RODA DUPLA;030-204-001103;;;FERRAMENTARIA;ESTANTE 1;PRAT 4;
PISTOLA DE PINTURA ARCDAL;030-204-001132;ARC-H-827A;;HANGAR;HANGAR ;HANGAR -DIOGO;
REGULADORA DE OXIGENIO;030-204-001108;;;HANGAR;HANGAR ;CILINDRO OXIGENIO;
REGULADORA DE OXIGENIO;030-204-001109;;;FERRAMENTARIA;ARMARIO 1;PRAT 4;
CARRINHO DE CARREGAR MACACO HIDRAULICO;030-204-001106;;;HANGAR;HANGAR 2;PROX.SALA PINTURA;
CARRINHO DE CARREGAR MACACO HIDRAULICO;030-204-001107;;;HANGAR;HANGAR 2;PROX.SALA PINTURA;
TRAVA COMANDO;030-204-001110;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
GANCHO GIRATORIO;030-204-001111;;;FERRAMENTARIA;ESTANTE 6 ;PRAT 3;
POLITRIX DEWALT ;030-204-001113;DWP849X;;FERRAMENTARIA;ARMARIO 2;PRAT 4;
POLITRIX DEWALT ;030-204-001114;DWP849X;;FERRAMENTARIA;ARMARIO 2;PRAT 1;
POLITRIX INGCO ;030-204-001115;AP14008-9;;FERRAMENTARIA;ARMARIO 2;PRAT 4;
MANGUEIRA 2 LD FEMEA;030-204-001116;;;FERRAMENTARIA;ESTANTE 6;PRAT 3;
RIG PIN COMANDO DE VOO LEARJET 03EA;030-204-001117;;;FERRAMENTARIA;ESTANTE 1;PRAT 2;
ADAPTADOR BANCADA HIDRA. LEARJET;030-204-001121;;;FERRAMENTARIA;ESTANTE 6;PRAT 3;
CASTANHA MACACO G400;030-204-001118;1159SEM20008;;FERRAMENTARIA;ESTANTE 6;PRAT 3;
CASTANHA MACACO G550;030-204-001119;;;FERRAMENTARIA;ESTANTE 2;PRAT 4;
PORCA DE TREM DE POUSO NARIZ GULFSTREM;030-204-001130;;;FERRAMENTARIA;ESTANTE 2;PRAT 4;
MANGUEIRA PARA TESTE DO TREM DE POUSO;030-205-000217;;;FERRAMENTARIA;ESTANTE 6;PRAT 2;
MANGUEIRA PARA TESTE DO TREM DE POUSO;030-205-000218;;;FERRAMENTARIA;ESTANTE 6;PRAT 2;
ALICATE DMC DANIELS GMT 221;030-204-00970;;;FERRAMENTARIA;Q4 PRETO;Q4;
ALICATE PRENSA TERMINAIS A 054 VONDER;030-204-00971;;;FERRAMENTARIA;Q4 PRETO;Q4;
ALICATE DE PRESSÃO PERKON;030-204-00972;;;FERRAMENTARIA;Q4 PRETO;Q4;
MANOMETRO DE PRESSÃO 160PSI;030-205-00218;;;FERRAMENTARIA;ARMARIO 1;PRAT 4;
APOIO DA ESCADA LEAR JET;030-204-001133;;;FERRAMENTARIA;ARMARIO 2;PRAT 4;
APOIO DA ESCADA LEAR JET;030-204-001134;;;FERRAMENTARIA;ARMARIO 3;PRAT 4;
PWC SACADOR COM ROSCA;030-204-00769;;;FERRAMENTARIA;Q1 AZUL MOTOR;Q1;
VIRA MACHO DESANDADOR ;030-204-001135;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
VIRA MACHO DESANDADOR ;030-204-001136;;;FERRAMENTARIA;Q3 AZUL COMANDO GERA  ;Q3;
RECIPIENTE PARA TESTE DE BICOS;030-204-001137;;;FERRAMENTARIA;ESTANTE 5;PRAT 1;
MACACO HIDRAULICO FIXO VIVA AER 30T;030-204-001138;VAPOD-302124;VIVA AER;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO FIXO VIVA AER 30T;030-204-001139;VAPOD-302124;VIVA AER;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO VIVA AER 12T;030-204-001140;VAPOD-302124;VIVA AER;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001141;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;TAG VERMELHA
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001142;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001143;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001144;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001145;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001146;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001147;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001148;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;TAG VERMELHA
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001149;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001150;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001151;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001152;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;TAG VERMELHA
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001153;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;TAG VERMELHA
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001154;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL VOAR 5T;030-204-001155;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO FIXO ZELOSO 7T;030-204-001156;MAT7009PT;ZELOSO;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO FIXO ICON 5T;030-204-001157;ICON 002886;;FERRAMENTARIA;HANGAR GSE;GSE;
SUPORTE DE CALDA AJUSTAVEL VOAR;030-204-001158;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
SUPORTE DE CALDA AJUSTAVEL VOAR;030-204-001159;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
SUPORTE DE CALDA AJUSTAVEL VOAR;030-204-001160;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;TAG VERMELHA
SUPORTE DE CALDA AJUSTAVEL VOAR;030-204-001161;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
SUPORTE DE CALDA AJUSTAVEL VOAR;030-204-001162;M1224;;FERRAMENTARIA;HANGAR GSE;GSE;
APOIO DE ASA AJUSTAVEL VOAR;030-204-001163;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
APOIO DE ASA AJUSTAVEL VOAR;030-204-001164;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
APOIO DE ASA AJUSTAVEL 2EA VOAR;030-204-001165;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
APOIO DE ASA AJUSTAVEL 2EA VOAR;030-204-001166;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
JIRAFA HIDRAULICA ( GIRICO );030-204-001167;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
RESERVATORIO DE COMBUSTIVEL INOX TANK 550L HORIZONTAL;030-204-001168;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
RESERVATORIO DE COMBUSTIVEL INOX TANK 550L HORIZONTAL;030-204-001169;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
RESERVATORIO DE COMBUSTIVEL INOX TANK 550L VERTICAL;030-204-001170;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
RESERVATORIO DE COMBUSTIVEL INOX TANK 550L VERTICAL;030-204-001171;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
RESERVATORIO PARA RESIDUOS ( CACHORRINHO DE OLEO );030-204-001172;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
RESERVATORIO PARA RESIDUOS ( CACHORRINHO DE OLEO );030-204-001173;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
RESERVATORIO PARA RESIDUOS ( CACHORRINHO DE OLEO );030-204-001174;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
RESERVATORIO PARA RESIDUOS ( CACHORRINHO DE OLEO );030-204-001175;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
SUPORTE PARA HELICE ;030-204-001176;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
SUPORTE PARA HELICE ;030-204-001177;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
SUPORTE PARA HELICE ;030-204-001178;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
SUPORTE PARA HELICE ;030-204-001179;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
SUPORTE PARA HELICE ;030-204-001180;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO JACARE AMARELO VOAR;030-204-001181;M1220;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 3 DEGRAUS AMARELA VOAR;030-204-001182;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 3 DEGRAUS AMARELA VOAR;030-204-001183;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 3 DEGRAUS AMARELA VOAR;030-204-001184;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 3 DEGRAUS AMARELA VOAR;030-204-001185;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 3 DEGRAUS AMARELA VOAR;030-204-001186;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 3 DEGRAUS AMARELA VOAR;030-204-001187;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 3 DEGRAUS AMARELA VOAR;030-204-001188;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 3 DEGRAUS AMARELA VOAR;030-204-001189;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 3 DEGRAUS AMARELA VOAR;030-204-001190;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 4 DEGRAUS AMARELA VOAR;030-204-001191;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 4 DEGRAUS AMARELA VOAR;030-204-001192;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 4 DEGRAUS AMARELA VOAR;030-204-001193;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 4 DEGRAUS AMARELA VOAR;030-204-001194;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 4 DEGRAUS AMARELA VOAR;030-204-001195;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 4 DEGRAUS AMARELA VOAR;030-204-001196;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 4 DEGRAUS AMARELA VOAR;030-204-001197;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 4 DEGRAUS AMARELA VOAR;030-204-001198;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 4 DEGRAUS AMARELA VOAR;030-204-001199;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 7 DEGRAUS AMARELA VOAR;030-204-001200;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 7 DEGRAUS AMARELA VOAR;030-204-001201;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 7 DEGRAUS AMARELA VOAR;030-204-001202;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 9 DEGRAUS AMARELA VOAR;030-204-001203;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 9 DEGRAUS AMARELA VOAR;030-204-001204;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 9 DEGRAUS AMARELA VOAR;030-204-001205;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 9 DEGRAUS AMARELA VOAR;030-204-001206;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;TAG VERMELHA
ESCADA 6 DEGRAUS AMARELA VOAR;030-204-001207;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 6 DEGRAUS AMARELA VOAR;030-204-001208;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 6 DEGRAUS AMARELA VOAR;030-204-001209;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
RESERVATORIO PARA RESIDUOS  ( CACHORRINHO DE OLEO );030-204-001210;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
